ID,lat,lon,link,cluster
53583551735,50.099697,8.667641,https://live.staticflickr.com/65535/53583551735_2606389093_c.jpg,42
53582884636,50.099697,8.667641,https://live.staticflickr.com/65535/53582884636_7f35ba7ebc_c.jpg,42
53581856157,50.099697,8.667641,https://live.staticflickr.com/65535/53581856157_75ced0fa72_c.jpg,42
53583171780,50.099697,8.667641,https://live.staticflickr.com/65535/53583171780_29c54c9be0_c.jpg,42
53582909263,50.122897,8.675927,https://live.staticflickr.com/65535/53582909263_60333b1f99_c.jpg,29
53582598206,50.101066,8.666911,https://live.staticflickr.com/65535/53582598206_f6cf1a2075_c.jpg,42
53582598201,50.111063,8.656488,https://live.staticflickr.com/65535/53582598201_d6a3cb4764_c.jpg,55
53582247689,50.125075,8.656181,https://live.staticflickr.com/65535/53582247689_bff7de27fe_c.jpg,45
53581018892,50.112804,8.678008,https://live.staticflickr.com/65535/53581018892_d9b323d7a9_c.jpg,-1
53582267590,50.114758,8.674211,https://live.staticflickr.com/65535/53582267590_71c636e11b_c.jpg,85
53581554668,50.113961,8.677555,https://live.staticflickr.com/65535/53581554668_7e1c277f3d_c.jpg,-1
53581088588,50.105025,8.688205,https://live.staticflickr.com/65535/53581088588_8148124440_c.jpg,75
53581161510,50.109487,8.716213,https://live.staticflickr.com/65535/53581161510_0c10b1337d_c.jpg,35
53581123710,50.105025,8.688205,https://live.staticflickr.com/65535/53581123710_2ee7273855_c.jpg,75
53580925464,50.118436,8.771075,https://live.staticflickr.com/65535/53580925464_b2c568fa4d_c.jpg,-1
53580819424,50.105025,8.688205,https://live.staticflickr.com/65535/53580819424_02f203af50_c.jpg,75
53580819439,50.105025,8.688205,https://live.staticflickr.com/65535/53580819439_2139a601bf_c.jpg,75
53580533163,50.105025,8.688205,https://live.staticflickr.com/65535/53580533163_6b7f7cd7cc_c.jpg,75
53579923674,50.112102,8.685775,https://live.staticflickr.com/65535/53579923674_63aa8c0e7a_c.jpg,-1
53580026955,50.105025,8.688205,https://live.staticflickr.com/65535/53580026955_4713312846_c.jpg,75
53579581506,50.107377,8.682436,https://live.staticflickr.com/65535/53579581506_303fa91a30_c.jpg,109
53578144287,50.105025,8.688205,https://live.staticflickr.com/65535/53578144287_f0665fb00b_c.jpg,75
53579223408,50.105025,8.688205,https://live.staticflickr.com/65535/53579223408_36e43dc0e6_c.jpg,75
53578728623,50.107677,8.684319,https://live.staticflickr.com/65535/53578728623_5a54c54811_c.jpg,-1
53578772584,50.132112,8.755062,https://live.staticflickr.com/65535/53578772584_1787469e4a_c.jpg,-1
53578565858,50.105025,8.688205,https://live.staticflickr.com/65535/53578565858_80044dabd0_c.jpg,75
53578672439,50.105025,8.688205,https://live.staticflickr.com/65535/53578672439_53ebd59c37_c.jpg,75
53578442928,50.13228,8.672544,https://live.staticflickr.com/65535/53578442928_0196f05817_c.jpg,-1
53577583735,50.105025,8.688205,https://live.staticflickr.com/65535/53577583735_b60b7996da_c.jpg,75
53577583730,50.105025,8.688205,https://live.staticflickr.com/65535/53577583730_48e9df8d98_c.jpg,75
53577092391,50.11773,8.726845,https://live.staticflickr.com/65535/53577092391_8561ee6421_c.jpg,28
53577277834,50.105025,8.688205,https://live.staticflickr.com/65535/53577277834_c6cec42ef6_c.jpg,75
53577277814,50.105025,8.688205,https://live.staticflickr.com/65535/53577277814_59db9d00ae_c.jpg,75
53577154520,50.108166,8.662022,https://live.staticflickr.com/65535/53577154520_535241a4de_c.jpg,59
53576704061,50.105961,8.677133,https://live.staticflickr.com/65535/53576704061_f63e1a6cbb_c.jpg,93
53577027479,50.106719,8.676419,https://live.staticflickr.com/65535/53577027479_537e1ea84f_c.jpg,93
53577147420,50.106766,8.67638,https://live.staticflickr.com/65535/53577147420_624ac2f7ac_c.jpg,93
53576598601,50.105025,8.688205,https://live.staticflickr.com/65535/53576598601_46c5144d33_c.jpg,75
53576546031,50.0719,8.685288,https://live.staticflickr.com/65535/53576546031_271a54fa07_c.jpg,14
53576758393,50.069375,8.686563,https://live.staticflickr.com/65535/53576758393_aac3b7f81f_c.jpg,14
53576545571,50.068377,8.686836,https://live.staticflickr.com/65535/53576545571_3b6597f5e1_c.jpg,14
53576853854,50.123336,8.680475,https://live.staticflickr.com/65535/53576853854_4a88e8e4a6_c.jpg,34
53576699468,50.106075,8.720869,https://live.staticflickr.com/65535/53576699468_cc9a955a57_c.jpg,-1
53576699458,50.112997,8.754325,https://live.staticflickr.com/65535/53576699458_049a987613_c.jpg,-1
53575620402,50.112827,8.753766,https://live.staticflickr.com/65535/53575620402_05ddec1aef_c.jpg,-1
53576699443,50.106669,8.702861,https://live.staticflickr.com/65535/53576699443_5ba5e76bee_c.jpg,-1
53576811724,50.112952,8.751925,https://live.staticflickr.com/65535/53576811724_8a190eeb3b_c.jpg,-1
53575620247,50.109069,8.68395,https://live.staticflickr.com/65535/53575620247_ce97ebdfb9_c.jpg,-1
53576499076,50.066983,8.6898,https://live.staticflickr.com/65535/53576499076_25391605ee_c.jpg,14
53576498801,50.06855,8.687827,https://live.staticflickr.com/65535/53576498801_2d9e88b540_c.jpg,14
53576120206,50.105025,8.688205,https://live.staticflickr.com/65535/53576120206_752c7b812c_c.jpg,75
53576444764,50.105025,8.688205,https://live.staticflickr.com/65535/53576444764_9d8b914a37_c.jpg,75
53575075597,50.069319,8.686797,https://live.staticflickr.com/65535/53575075597_38e7d31894_c.jpg,14
53576152913,50.069386,8.686733,https://live.staticflickr.com/65535/53576152913_cb7b464ebe_c.jpg,14
53576267059,50.069375,8.686563,https://live.staticflickr.com/65535/53576267059_da4ba6878d_c.jpg,14
53575941241,50.070291,8.685166,https://live.staticflickr.com/65535/53575941241_152e5c8b7c_c.jpg,14
53576285460,50.070866,8.68453,https://live.staticflickr.com/65535/53576285460_9be29aba11_c.jpg,14
53576053403,50.07085,8.684455,https://live.staticflickr.com/65535/53576053403_c50fe35ed2_c.jpg,14
53576169514,50.070738,8.6832,https://live.staticflickr.com/65535/53576169514_5cee6bc9af_c.jpg,14
53576284540,50.070997,8.681563,https://live.staticflickr.com/65535/53576284540_0614220ee7_c.jpg,14
53575842886,50.070969,8.681741,https://live.staticflickr.com/65535/53575842886_3a678e8f07_c.jpg,14
53575573963,50.105025,8.688205,https://live.staticflickr.com/65535/53575573963_8c3cbd7b1f_c.jpg,75
53575689564,50.105025,8.688205,https://live.staticflickr.com/65535/53575689564_e29265fc67_c.jpg,75
53574979466,50.105025,8.688205,https://live.staticflickr.com/65535/53574979466_f5a086c13f_c.jpg,75
53575294269,50.113602,8.676667,https://live.staticflickr.com/65535/53575294269_6d2ed1a13d_c.jpg,102
53574684121,50.109244,8.660583,https://live.staticflickr.com/65535/53574684121_e33b8e3f57_c.jpg,-1
53574892073,50.106236,8.6873,https://live.staticflickr.com/65535/53574892073_d27f8931c7_c.jpg,75
53574753948,50.107285,8.663642,https://live.staticflickr.com/65535/53574753948_d663a81402_c.jpg,70
53574534921,50.109588,8.687841,https://live.staticflickr.com/65535/53574534921_70b8938ff2_c.jpg,96
53573883871,50.119127,8.683933,https://live.staticflickr.com/65535/53573883871_90667d294a_c.jpg,-1
53573883586,50.119433,8.683497,https://live.staticflickr.com/65535/53573883586_4d1e9ce5d6_c.jpg,-1
53574092113,50.119433,8.683497,https://live.staticflickr.com/65535/53574092113_0d29aa105b_c.jpg,-1
53573866063,50.109016,8.687975,https://live.staticflickr.com/65535/53573866063_b58d2b1902_c.jpg,96
53573832488,50.118505,8.680666,https://live.staticflickr.com/65535/53573832488_9337c58886_c.jpg,83
53572767237,50.119002,8.681238,https://live.staticflickr.com/65535/53572767237_373f622521_c.jpg,84
53573866094,50.123336,8.680475,https://live.staticflickr.com/65535/53573866094_a30d078765_c.jpg,34
53573507486,50.127709,8.666796,https://live.staticflickr.com/65535/53573507486_7a5b2e29bd_c.jpg,38
53573507461,50.110483,8.684896,https://live.staticflickr.com/65535/53573507461_9e0c6bcc6b_c.jpg,121
53572618707,50.118983,8.681341,https://live.staticflickr.com/65535/53572618707_609ec4f3b6_c.jpg,84
53572618467,50.119,8.681483,https://live.staticflickr.com/65535/53572618467_fced49ed75_c.jpg,84
53572604347,50.115519,8.671603,https://live.staticflickr.com/65535/53572604347_a11448d900_c.jpg,86
53573741300,50.107719,8.687594,https://live.staticflickr.com/65535/53573741300_7573ce4071_c.jpg,97
53573502348,50.107719,8.687594,https://live.staticflickr.com/65535/53573502348_bc9be1da94_c.jpg,97
