,id,cluster
433,51732649757,26
434,51734364865,26
435,51734171904,26
436,51732650142,26
437,51734123739,26
438,51734123864,26
439,51732650507,26
440,51734124199,26
441,51733475651,26
442,51733475781,26
443,51733712738,26
444,51734124819,26
445,51862392654,25
446,51732648887,26
447,51733710538,26
448,51734363675,26
449,51733935539,26
450,51733521223,26
451,51734175520,26
452,51734175860,26
453,51732462117,26
454,51733522478,26
455,51734176620,26
456,51734176720,26
457,51734176850,26
458,51732654397,26
459,51733473226,26
460,51734371570,26
461,51734143184,26
462,51733498671,26
463,51734153559,26
464,51732681292,26
465,51733709928,26
466,51733472951,26
467,51734363470,26
468,51733524056,26
469,51733730778,26
470,51733758758,26
471,51733735898,26
472,51490212465,25
473,51734391270,26
474,51732676382,26
475,51734149189,26
476,51733500426,26
477,51733736958,26
478,51733736798,26
479,51733736628,26
480,51732675382,26
481,51732675192,26
482,52402076152,25
483,51734149944,26
484,52403020795,25
485,51734147964,26
486,52403022030,25
487,52402875369,25
488,51733735668,26
489,51733735568,26
490,51732674127,26
491,51733497826,26
492,51732673252,26
493,51732673052,26
494,51732676842,26
495,51734150109,26
496,51733494006,26
497,51733741558,26
498,51733508166,26
499,51733744073,26
500,51732682962,26
501,51734155614,26
502,51734397010,26
503,51732681992,26
504,51734154694,26
505,51733506156,26
506,51732681472,26
507,51734395845,26
508,51732680502,26
509,51734392255,26
510,51734152994,26
511,51734394605,26
512,51734152649,26
513,51734152489,26
514,51734394135,26
515,51733503691,26
516,51734151474,26
517,51733739078,26
518,51732677977,26
519,51732677752,26
520,51732672362,26
521,51734387010,26
522,51733496501,26
523,51733491216,26
524,51734137824,26
525,51732664807,26
526,51734380020,26
527,51734380195,26
528,51734380535,26
529,51734380675,26
530,52442140463,25
531,51734139164,26
532,51734381025,26
533,51733727608,26
534,51733728093,26
535,51733496366,26
536,51734140279,26
537,51734382065,26
538,51733492266,26
539,51733492591,26
540,51734141294,26
541,51734141524,26
542,51733493071,26
543,51733493361,26
544,51734383900,26
545,51734142309,26
546,51734379215,26
547,51734378910,26
548,51734378760,26
549,51734378450,26
550,51732671537,26
551,51733732483,26
552,51733732363,26
553,51733495681,26
554,51734385795,26
555,51733731908,26
556,51734143809,26
557,51734385270,26
558,51732670162,26
559,51732669807,26
560,51734376330,26
561,51732661602,26
562,51734376890,26
563,51734135389,26
564,51732662237,26
565,51733723618,26
566,51734135929,26
567,51732662742,26
568,51732662947,26
569,51734378075,26
570,51734378260,26
571,51734376190,26
572,51733508371,26
573,51733508546,26
574,51733753323,26
575,51733519091,26
576,51732694217,26
577,51733518826,26
578,51734166934,26
579,51732693622,26
580,51734408585,26
581,52368364532,25
582,52368364522,25
583,51733518101,26
584,51733518001,26
585,51734407610,26
586,51734163234,26
587,51734407280,26
588,51733516766,26
589,51734406940,26
590,51733516476,26
591,51734164379,26
592,51734164229,26
593,51732691067,26
594,51733751563,26
595,51734163629,26
596,51734163514,26
597,51734409580,26
598,51734167639,26
599,51732694702,26
600,51733519856,26
601,51733758433,26
602,51733758238,26
603,51733757803,26
604,51734412600,26
605,51734147424,26
606,51733737773,26
607,51734170409,26
608,51734153174,26
609,51733719263,26
610,51733757338,26
611,51733521856,26
612,51733521706,26
613,51732696672,26
614,51734411685,26
615,51734169539,26
616,51733756498,26
617,51734411200,26
618,51733520691,26
619,52369979660,26
620,51733755893,26
621,51732695362,26
622,51733751223,26
623,51733514931,26
624,51734157274,26
625,51733747793,26
626,51733484471,26
627,51733484586,26
628,51733484726,26
629,51733721763,26
630,51733721923,26
631,51732660992,26
632,51733722228,26
633,51733485656,26
634,51733512066,26
635,51733511861,26
636,51732686932,26
637,51734405215,26
638,51733511401,26
639,51734401355,26
640,51732686402,26
641,51733746948,26
642,51734400830,26
643,51734400590,26
644,51733510251,26
645,51734399865,26
646,51734157654,26
647,51733745378,26
648,51734374835,26
649,51734374715,26
650,51734160479,26
651,51734160729,26
652,51734405075,26
653,51733514436,26
654,51733750003,26
655,51733513896,26
656,51733513636,26
657,51734403655,26
658,51734131574,26
659,51733482911,26
660,51733483041,26
661,51734131954,26
662,51734132204,26
663,51733483516,26
664,51734374090,26
665,51734132664,26
666,51732659457,26
667,51734132844,26
668,51732659697,26
669,51732688622,26
670,51733513071,26
671,51733512891,26
672,51734402995,26
673,51732698572,26
674,51733729008,26
675,51281368307,25
676,51282843269,25
677,52808748468,25
678,52676690969,25
679,51282842484,25
680,51282112651,25
681,52921260609,25
682,51282287353,25
683,51282287428,25
684,52921553713,26
685,52988657198,-1
686,51282843409,25
687,51352272060,25
688,51282287508,25
689,51339497940,25
690,51282112981,25
691,51282842884,25
692,51281368587,25
693,51385057036,25
694,51283134890,25
695,52714874771,25
696,51283134865,25
697,51282287533,25
698,51490032787,19
699,52622353330,19
700,52486955279,19
701,51855815867,19
702,52486181212,19
703,52216435431,19
704,52622353385,19
705,52621408577,19
706,51778052515,19
707,52622353435,19
708,51777467298,19
709,52676654999,19
710,52224160526,19
711,52621407597,19
712,51777809374,19
713,51490823526,19
714,52622353520,19
715,52622353545,19
716,51838588713,19
717,52586317658,19
718,52988199246,19
719,52621921531,19
720,52622355135,19
721,52216434706,19
722,52621409707,19
723,52622399688,19
724,51354971011,19
725,52622180729,19
726,52622399823,19
727,51220837672,19
728,52122105971,19
729,52621922026,19
730,52622399278,19
731,52621921836,19
732,51355706989,19
733,52622399043,19
734,51355197418,19
735,52675894962,19
736,52126005513,19
737,52621921671,19
738,51355987705,19
739,51355706679,19
740,52622178589,19
741,51838475451,19
742,52193109828,19
743,52621920691,19
744,52621921281,19
745,52621408147,19
746,52621408222,19
747,52234467552,19
748,52622354525,19
749,52621921236,19
750,52285687049,19
751,51777134433,19
752,53024384458,19
753,51354226222,19
754,51355988055,19
755,52285687024,19
756,51355986920,19
757,51355707589,19
758,52622398533,19
759,52621408767,19
760,52621408697,19
761,51354226027,19
762,51355705974,19
763,52402878904,19
764,52622179774,19
765,52589674773,19
766,52622353660,19
767,52158283799,19
768,52285420776,19
769,52928170427,19
770,52621407762,19
771,52229677576,19
772,52621921451,19
773,51870803595,19
774,52621408502,19
775,52621920136,19
776,52622178884,19
777,53024071574,19
778,53023898411,19
779,52622354325,19
780,51355987850,19
781,53024383808,19
782,52462320845,16
783,52462313915,16
784,52462406728,16
785,52461350587,16
786,52462314860,16
787,52462314575,16
788,52462127444,16
789,52461355272,16
790,52462128614,16
791,52668537024,16
792,52668751263,16
793,52796576438,16
794,52461937736,16
795,52462473968,16
796,52462473868,16
797,52436706031,16
798,52436982109,16
799,52461357612,16
800,51611046813,16
801,52712417770,16
802,52461857676,16
803,52669069275,16
804,51792259103,16
805,52461350367,16
806,52670697582,16
807,52671197466,16
808,52462393178,16
809,52462325955,16
810,52461860616,16
811,52462326565,16
812,51865973655,16
813,51865403418,16
814,52461862771,16
815,52462314685,16
816,52462396963,16
817,52462397253,16
818,52462397733,16
819,52462460923,16
820,52461924661,16
821,52462380245,16
822,52462398363,16
823,52461862556,16
824,52462317170,16
825,52461862291,16
826,52462397583,16
827,51865403353,16
828,52461347132,16
829,51865641259,16
830,51864113718,16
831,52462440598,16
832,51864356674,16
833,52505358682,16
834,52681055680,16
835,52506395158,16
836,52235456268,16
837,51864687105,16
838,51865326916,16
839,51864114458,16
840,52461350857,16
841,52462131384,16
842,52461347217,16
843,51864033206,16
844,51864115453,16
845,52462315390,16
846,52462134454,16
847,52110048836,16
848,52461861086,16
849,52461861006,16
850,52462315625,16
851,51504603894,16
852,52462128944,16
853,52589570465,16
854,51537900622,16
855,52589570460,16
856,51171886688,16
857,52462406898,16
858,51538931523,16
859,52461355547,16
860,52462406778,16
861,52461861231,16
862,51538932518,16
863,52461345692,16
864,51538932893,16
865,51539420859,16
866,51538698356,16
867,52461345832,16
868,52462397323,16
869,52462316630,16
870,52588658087,16
871,52571897720,15
872,52676864163,15
873,51202512964,15
874,52571977598,15
875,52583766905,15
876,52571727894,15
877,52796128335,15
878,52676801695,15
879,52676863338,15
880,52585320049,15
881,52676802170,15
882,52676653889,15
883,52795975754,15
884,52676654504,15
885,52369979075,15
886,53023337507,15
887,52258177176,15
888,51180803279,15
889,51500699381,15
890,52589675283,15
891,52589420564,15
892,51174376205,15
893,51166898214,15
894,52589590000,15
895,52591222266,15
896,51167431280,15
897,51319437748,15
898,52258461049,15
899,52589599240,15
900,51838590088,15
901,51837526357,15
902,51838476876,15
903,51143881855,13
904,52462464343,13
905,52462386665,13
906,51866301116,13
907,52462386775,13
908,52462383475,13
909,52462199869,13
910,52461928466,13
911,51865330797,13
912,52462383350,13
913,51866618024,13
914,52462383205,13
915,52462196789,13
916,51866303311,13
917,51866373918,13
918,52461416597,13
919,51870655524,13
920,52461413802,13
921,52462199799,13
922,52462386260,13
923,52462386135,13
924,52462385920,13
925,52952777501,13
926,51866614719,13
927,52462200064,13
928,51866298876,13
929,51866298296,13
930,51865326372,13
931,51866953390,13
932,52461928966,13
933,52462384250,13
934,52462197754,13
935,52952915704,13
936,51865332817,13
937,51868505878,13
938,51200848281,13
939,51868507393,13
940,52461925926,13
941,52462194849,13
942,51868741844,13
943,52461925661,13
944,52462194484,13
945,52461925136,13
946,52462461373,13
947,52462461313,13
948,52462195174,13
949,51868507693,13
950,51868742744,13
951,51868743194,13
952,51868743569,13
953,52952915389,13
954,51868509033,13
955,51867462842,13
956,51791137547,13
957,52462195059,13
958,52461926221,13
959,52462462753,13
960,51838057278,13
961,52953160190,13
962,52461927521,13
963,51870337926,13
964,51869076235,13
965,51868741539,13
966,52487143330,13
967,52461412787,13
968,52462382720,13
969,52462196294,13
970,52462196164,13
971,52461412342,13
972,52462195754,13
973,52462381980,13
974,51867463087,13
975,52952915769,13
976,52462322310,17
977,52462135154,17
978,52462135969,17
979,52462138554,17
980,52462323640,17
981,52462137089,17
982,51792515884,17
983,52462137564,17
984,52462405188,17
985,52462403563,17
986,52462135894,17
987,52462137334,17
988,52589667973,17
989,52462323490,17
990,52462404043,17
991,52461868976,17
992,52462404518,17
993,52461352652,17
994,52461868806,17
995,52461353162,17
996,52462136404,17
997,52462136354,17
998,52462323990,17
999,52462324130,17
1000,52461352057,17
1001,52461355007,17
1002,52589413114,17
1003,52589667968,17
1004,52461867116,17
1005,52462321600,17
1006,52462403043,17
1007,52461869876,17
1008,52462403133,17
1009,52462321990,17
1010,52461354747,17
1011,52461870236,17
1012,52462138284,17
1013,52462324520,17
1014,52462405863,17
1015,52461869931,17
1016,52461352722,17
1017,52512931491,18
1018,52512931921,18
1019,52512931391,18
1020,52521948037,18
1021,52512457107,18
1022,52514791773,18
1023,52514240356,18
1024,52514726385,18
1025,52514514024,18
1026,52515139114,18
1027,52523283466,18
1028,52514867926,18
1029,52519637391,18
1030,52520151727,18
1031,52520624806,18
1032,52520901594,18
1033,52522890145,18
1034,52522890445,18
1035,52522890610,18
1036,52537915764,18
1037,52524541751,18
1038,52522819997,18
1039,52527063945,18
1040,52538521595,18
1041,52532834967,18
1042,52533303801,18
1043,52533303731,18
1044,52533303721,18
1045,52531311847,18
1046,52531992833,18
1047,52531448946,18
1048,52531730744,18
1049,52531992518,18
1050,52526863214,18
1051,52526114297,18
1052,52522820132,18
1053,52526572836,18
1054,52507178670,18
1055,52507177950,18
1056,52524074862,18
1057,52506313826,18
1058,52506787685,18
1059,52505827647,18
1060,52505827527,18
1061,52525094858,18
1062,52507963926,18
1063,52522820207,18
1064,52532064579,18
1065,52508441265,18
1066,52490649191,18
1067,52492440514,18
1068,52494217726,18
1069,52486001094,18
1070,52486271293,18
1071,52504138833,18
1072,52486270603,18
1073,52805331143,18
1074,52676414911,18
1075,52492159311,18
1076,52492625595,18
1077,52492157426,18
1078,52494692985,18
1079,52490930509,18
1080,52490161082,18
1081,52491116595,18
1082,52490362581,18
1083,52490362106,18
1084,52487281488,18
1085,52486732766,18
1086,52487280898,18
1087,52507964801,18
1088,52493737992,18
1089,52486000749,18
1090,52502373555,18
1091,52502969045,18
1092,52502768894,18
1093,52502374885,18
1094,52494056882,18
1095,52501409322,18
1096,52502005002,18
1097,52496621670,18
1098,52503092317,18
1099,52495663462,18
1100,52496431129,18
1101,52494823189,18
1102,52494823139,18
1103,52494056962,18
1104,52502499261,18
1105,52588669967,14
1106,52589151756,14
1107,51792515749,14
1108,51550179505,14
1109,52589582245,14
1110,51549496558,14
1111,51549496148,14
1112,51240705995,14
1113,52589582280,14
1114,52589413319,14
1115,52589667813,14
1116,52589582610,14
1117,52588670342,14
1118,52589582630,14
1119,52589151411,14
1120,51548193382,14
1121,52589667908,14
1122,52589582315,14
1123,51549911350,14
1124,52589412809,14
1125,51545218797,14
1126,51546939695,14
1127,52944805815,14
1128,52676861135,14
1129,52676707889,14
1130,52675915292,14
1131,52676427396,14
1132,52676425216,14
1133,52675912217,14
1134,52676914008,14
1135,51240420884,14
1136,52676423081,14
1137,52676851115,14
1138,52676850010,14
1139,52675908367,14
1140,52676849050,14
1141,51864484809,14
1142,51863198347,14
1143,52921499924,14
1144,52588669947,14
1145,52921097691,14
1146,52902055740,14
1147,51545218642,14
1148,51546742654,14
1149,51546259233,14
1150,52589582205,14
1151,51350519452,14
1152,52589412964,14
1153,52589581970,14
1154,52589412719,14
1155,52589151116,14
1156,52589412674,14
1157,52589582200,14
1158,52589412649,14
1159,52588669622,14
1160,52589581890,14
1161,51352270495,14
1162,52588670067,14
1163,52589413044,14
1164,52589667838,14
1165,52589582260,14
1166,52588669932,14
1167,52589582170,14
1168,52589582080,14
1169,52588669752,14
1170,52589667603,14
1171,52589412614,14
1172,51376379252,14
1173,51376379047,14
1174,52921097686,14
1175,52589412749,14
1176,52589667593,14
1177,52589151166,14
1178,51231242381,14
1179,52588669867,14
1180,52589582140,14
1181,51239853873,14
1182,51238942287,14
1183,52588669827,14
1184,52589151216,14
1185,52589412834,14
1186,52589667753,14
1187,52589582070,14
1188,52589582190,14
1189,51232304740,14
1190,52589582055,14
1191,51645749620,14
1192,51231451213,14
1193,51231451138,14
1194,52589412869,14
1195,52237920033,10
1196,52664021703,10
1197,52114784374,10
1198,51857106424,10
1199,51870473286,10
1200,52248693401,10
1201,52663023817,10
1202,52849601058,10
1203,52672987613,10
1204,52762922269,10
1205,52156533525,10
1206,52487144240,10
1207,51346120187,10
1208,52269312515,10
1209,51871123380,10
1210,52675933297,10
1211,52796128350,10
1212,51604499147,10
1213,51539410464,10
1214,52310114230,10
1215,52589139096,10
1216,52794657658,10
1217,52462399293,10
1218,51931440837,10
1219,51561434355,10
1220,52795170247,10
1221,52628280234,10
1222,51777141952,10
1223,51778846620,10
1224,51777141832,10
1225,51773212543,10
1226,51773852260,10
1227,52824836601,10
1228,52034030106,10
1229,52589656273,10
1230,51715636061,10
1231,52056220103,10
1232,51465348581,10
1233,51869511577,10
1234,52929142470,10
1235,52929200663,10
1236,51856776996,10
1237,51874066727,10
1238,51173109583,10
1239,52617194526,10
1240,51870473831,10
1241,51498871591,10
1242,52617459804,10
1243,51382557535,10
1244,52928757476,10
1245,51173109343,10
1246,52114558448,10
1247,51871123770,10
1248,52621399847,12
1249,52622345605,12
1250,52621399787,12
1251,52621399462,12
1252,52622389253,12
1253,52622170239,12
1254,52622389408,12
1255,52622389058,12
1256,52622344695,12
1257,52621911221,12
1258,52268841318,12
1259,52622344845,12
1260,52622388768,12
1261,52622344555,12
1262,52622388648,12
1263,52622169314,12
1264,52622388503,12
1265,52621398682,12
1266,52621398502,12
1267,52622344105,12
1268,52622168924,12
1269,52621398367,12
1270,52622343910,12
1271,52622168689,12
1272,52621399957,12
1273,52622401998,12
1274,52621923721,12
1275,52622182534,12
1276,52622390073,12
1277,52624199525,12
1278,52623248097,12
1279,52622390173,12
1280,52621912536,12
1281,52621912631,12
1282,52623765301,12
1283,52622358395,12
1284,52622358250,12
1285,52622358205,12
1286,52621412342,12
1287,52622401753,12
1288,52622182469,12
1289,52621912721,12
1290,52621411722,12
1291,52622400458,12
1292,52622401408,12
1293,52622400578,12
1294,52622357390,12
1295,52622356710,12
1296,52621923166,12
1297,52621923586,12
1298,52622357085,12
1299,52622356995,12
1300,52622181879,12
1301,52622400838,12
1302,52623765586,12
1303,52623248027,12
1304,52622170839,12
1305,52642069334,12
1306,52545246943,12
1307,52621912171,12
1308,52622346445,12
1309,52622345760,12
1310,52622346595,12
1311,52622390718,12
1312,52585562088,11
1313,52462389400,11
1314,51854558116,11
1315,51852314056,11
1316,51840826389,11
1317,52825038793,11
1318,51806937710,11
1319,52538521685,11
1320,52881179269,11
1321,52371048712,11
1322,51838303014,11
1323,51791194727,11
1324,52922930765,11
1325,51838684035,11
1326,52881018671,11
1327,53022330541,11
1328,52462182744,11
1329,52462448503,11
1330,52185873818,11
1331,52402604296,11
1332,51960856360,11
1333,51922486545,11
1334,52554608460,11
1335,52645305280,11
1336,52902017436,11
1337,51537725472,11
1338,52461397222,11
1339,52402866954,11
1340,53022507964,11
1341,51250463980,11
1342,52402866179,11
1343,52883554690,11
1344,52403082333,11
1345,52649719936,11
1346,52908569745,11
1347,51792880350,11
1348,52622357945,11
1349,51806326243,11
1350,51805252372,11
1351,52649720081,11
1352,52461397342,11
1353,52584572407,11
1354,52424128438,11
1355,53022503039,11
1356,52258618675,11
1357,52257161172,11
1358,53022825768,11
1359,53022334481,11
1360,53021755622,11
1361,53022821968,11
1362,52427765733,11
1363,51214793268,11
1364,53021753882,11
1365,53022331746,11
1366,53022500889,11
1367,53022819288,11
1368,52622400328,11
1369,52258413249,11
1370,51215339724,11
1371,51214794213,11
1372,52622181424,11
1373,52585471010,11
1374,52585477775,11
1375,52585045671,11
1376,52722704394,11
1377,52585482680,11
1378,52585567878,11
1379,52585318739,11
1380,52877705325,11
1381,53022826623,11
1382,52583764865,11
1383,52583764640,11
1384,52683899612,11
1385,51293645876,11
1386,52252942448,11
1387,53022728245,11
1388,52258621985,11
1389,53022722905,11
1390,53022721185,11
1391,52427703680,11
1392,51866210689,11
1393,52430033565,11
1394,52435094971,11
1395,52461397147,11
1396,52323183857,11
1397,51894961622,11
1398,52427534054,11
1399,52427766163,11
1400,51641455068,11
1401,52581439404,6
1402,52776891540,6
1403,52439818800,6
1404,52180283379,6
1405,52435370529,6
1406,53024382113,6
1407,52622176859,6
1408,52319141110,6
1409,51858950664,6
1410,52621405582,6
1411,52622176589,6
1412,52055137337,6
1413,52621917841,6
1414,52621405842,6
1415,52622177129,6
1416,52622177049,6
1417,51792517029,6
1418,52585042986,6
1419,52584568937,6
1420,51645252405,6
1421,52461404147,6
1422,51791197087,6
1423,52622396278,6
1424,52622352115,6
1425,52621406247,6
1426,52621406187,6
1427,52621918256,6
1428,52621405627,6
1429,52392641330,7
1430,52392210851,7
1431,52461401797,7
1432,51145096396,7
1433,52436203737,7
1434,52461918391,7
1435,51302741834,7
1436,51303042890,7
1437,52461403762,7
1438,52462373720,7
1439,52462187339,7
1440,52462187259,7
1441,52462373405,7
1442,52462187799,7
1443,52461917701,7
1444,52461402872,7
1445,52462374200,7
1446,52462186599,7
1447,52461918826,7
1448,52462186484,7
1449,52461917406,7
1450,51293822128,7
1451,52462186289,7
1452,52462186224,7
1453,52461917136,7
1454,52462453178,7
1455,52462372410,7
1456,52462372330,7
1457,52462185809,7
1458,52461916681,7
1459,52462187599,7
1460,52235727364,7
1461,52660033892,7
1462,51491530584,7
1463,51212918154,7
1464,52323638566,7
1465,52427767468,7
1466,52808412743,7
1467,52817583043,7
1468,52881396185,7
1469,52881396305,7
1470,51838022514,7
1471,52461421882,7
1472,52462205729,7
1473,52462205619,7
1474,52462205529,7
1475,52461936146,7
1476,52462205314,7
1477,52462391380,7
1478,52660519996,7
1479,52321697093,7
1480,52321714964,7
1481,52461420442,7
1482,51220414333,7
1483,52539853510,7
1484,52539369801,7
1485,52094306728,7
1486,52544385651,7
1487,52544866630,7
1488,52571725889,7
1489,52570985697,7
1490,52622356265,7
1491,52622181224,7
1492,52622181114,7
1493,52285418516,7
1494,52621410197,7
1495,52622180849,7
1496,51545861199,7
